DATE,age,bmr,body_fat,date_join,e_calcium,e_calories,e_carbs,e_cholesterol,e_count,e_fiber,e_protein,e_sat_fat,e_sodium,e_sugar,e_unsat_fat,gender,height,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_total_calories,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_count,n_deep,n_duration,n_light,n_quality,n_rem,o_count,o_mood,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_count,s_deep,s_duration,s_light,s_quality,s_rem,weight,date,tempmean,tempmax,tempmin,precip,snow,location
20130614,30.246575342465754,1936.7433357671232,0.0,20130614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5689.0,488.415002704,8113.0,25500.0,637.0,5280.0,10487.0,2425.158338471123,0.0,0.0,3605.0,0.0,20465.0,0.0,3605.0,1.0,0.0,16860.0,0.0,0.0,0.0,0.0,0.0,23939.0,1672.0,29828.0,0.0,23228.0,1.0,0.0,5820.0,5820.0,11.0,0.0,86.1825,20130614,63,72,53,0.38,0.0,knyc-central park
20130615,30.249315068493146,1936.7248289178085,0.0,20130615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5660.0,481.76000385,8072.0,22680.0,2549.0,8160.0,10392.0,2418.4848327678087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,3825.0,35955.0,2.0,255.0,1.0,9301.0,32940.0,23639.0,91.0,0.0,86.1825,20130615,71,80,61,0.0,0.0,knyc-central park
20130616,30.252054794520546,1936.7063220684927,0.0,20130616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5205.0,394.082001805,6332.0,27480.0,2150.0,3540.0,8707.0,2330.788323873493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7679.0,2879.0,26460.0,1.0,6960.0,1.0,8220.0,17941.0,9721.0,58.0,0.0,86.1825,20130616,73,80,65,0.0,0.0,knyc-central park
20130617,30.254794520547943,1936.6878152191778,0.0,20130617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,7952.0,845.5410042410001,12911.0,29640.0,4001.0,8400.0,15545.0,2782.2288194601783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2941.0,2417.0,26671.0,3.0,-3329.0,1.0,12420.0,27912.0,15492.0,89.0,0.0,86.1825,20130617,77,84,69,0.01,0.0,knyc-central park
20130618,30.257534246575347,1936.669308369863,0.0,20130618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3614.0,338.09099996099997,18.0,0.0,14.0,0.0,24.0,2274.760308330863,1.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3539.0,5222.0,24303.0,2.0,603.0,1.0,5161.0,19112.0,13951.0,54.0,0.0,86.1825,20130618,74,84,64,0.19,0.0,knyc-central park
20130619,30.26027397260274,1936.6508015205482,0.0,20130619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,6770.0,885.204998583,12376.0,25920.0,2360.0,5340.0,13953.0,2821.855800103548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7602.0,0.0,30642.0,0.0,7602.0,1.0,0.0,23040.0,0.0,0.0,0.0,86.1825,20130619,68,77,59,0.01,0.0,knyc-central park
20130620,30.263013698630136,1936.6322946712326,0.0,20130620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4420.0,365.214003146,6253.0,29160.0,736.0,12180.0,8099.0,2301.846297817233,0.0,0.0,48418.0,667.0,51960.0,0.0,47760.0,2.0,1080.0,3857.0,2777.0,8.0,0.0,0.0,0.0,-361.0,6465.0,11615.0,1.0,-5485.0,1.0,1980.0,10840.0,8860.0,30.0,0.0,86.1825,20130620,71,80,62,0.0,0.0,knyc-central park
20130621,30.265753424657536,1936.6137878219174,0.0,20130621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,8270.0,676.5620061459999,11145.0,29520.0,1031.0,10380.0,14724.0,2613.1757939679183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130621,73,82,64,0.0,0.0,knyc-central park
20130622,30.26849315068493,1936.595280972603,0.0,20130622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,16772.0,1238.03300892,20062.0,13200.0,3941.0,2040.0,27798.0,3174.6282898926033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3959.0,2236.0,27164.0,1.0,3164.0,1.0,5881.0,21960.0,16079.0,61.0,0.0,86.1825,20130622,75,84,65,0.0,0.0,knyc-central park
20130623,30.271232876712325,1936.576774123288,0.0,20130623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,6064.0,449.307000697,7275.0,22920.0,983.0,4740.0,10054.0,2385.883774820288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.0,0.0,31380.0,0.0,2580.0,1.0,0.0,28800.0,0.0,0.0,0.0,86.1825,20130623,79,88,70,0.0,0.0,knyc-central park
20130624,30.273972602739725,1936.558267273973,0.0,20130624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3010.0,247.077000692,4224.0,29220.0,511.0,5040.0,5490.0,2183.635267965973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4141.0,3529.0,22751.0,1.0,-6649.0,1.0,7681.0,26700.0,19019.0,77.0,0.0,86.1825,20130624,83,92,74,0.0,0.0,knyc-central park
20130625,30.276712328767122,1936.5397604246573,0.0,20130625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3536.0,316.23299996599997,5288.0,28200.0,600.0,7500.0,6703.0,2252.772760390657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2101.0,6130.0,27030.0,2.0,-5370.0,1.0,11281.0,27459.0,16178.0,87.0,0.0,86.1825,20130625,82,91,73,0.001,0.0,knyc-central park
20130626,30.279452054794522,1936.5212535753424,0.0,20130626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5164.0,444.144001707,7635.0,28260.0,711.0,7380.0,9724.0,2380.6652552823425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-301.0,7480.0,28111.0,4.0,-3989.0,1.0,8766.0,25369.0,16603.0,72.0,0.0,86.1825,20130626,80,85,74,0.05,0.0,knyc-central park
20130627,30.282191780821925,1936.5027467260275,0.0,20130627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4865.0,436.23300126199996,7218.0,28620.0,601.0,8340.0,9171.0,2372.7357479880275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5099.0,2389.0,31133.0,2.0,4433.0,1.0,11169.0,24438.0,13269.0,76.0,0.0,86.1825,20130627,80,86,73,0.24,0.0,knyc-central park
20130628,30.28493150684932,1936.4842398767125,0.0,20130628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4721.0,402.963002637,6585.0,28500.0,1103.0,8700.0,8564.0,2339.4472425137124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130628,79,85,73,0.001,0.0,knyc-central park
20130629,30.28767123287671,1936.465733027397,0.0,20130629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,12544.0,982.87001434,16643.0,18480.0,1745.0,3360.0,22172.0,2919.335747367397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0,2159.0,31963.0,2.0,763.0,1.0,12541.0,29180.0,16639.0,94.0,0.0,86.1825,20130629,77,83,71,0.0,0.0,knyc-central park
20130630,30.290410958904108,1936.4472261780825,0.0,20130630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,7007.0,550.725005865,9298.0,25560.0,1317.0,9300.0,12373.0,2487.1722320430817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8939.0,5684.0,41236.0,2.0,8236.0,1.0,11100.0,27720.0,16620.0,81.0,0.0,86.1825,20130630,80,86,73,0.001,0.0,knyc-central park
20130701,30.29315068493151,1936.428719328767,0.0,20130701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,6194.0,477.74900135400003,7753.0,24600.0,550.0,7320.0,10510.0,2414.177720682767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3661.0,4700.0,18142.0,3.0,-4058.0,1.0,6719.0,18018.0,11299.0,56.0,0.0,86.1825,20130701,75,77,72,0.84,0.0,knyc-central park
20130702,30.295890410958904,1936.410212479452,0.0,20130702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,10681.0,762.6500065619999,12421.0,18900.0,2779.0,2400.0,17388.0,2699.060219041452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4861.0,4980.0,25194.0,2.0,-7806.0,1.0,10441.0,28626.0,18185.0,87.0,0.0,86.1825,20130702,77,82,72,0.08,0.0,knyc-central park
20130703,30.298630136986297,1936.391705630137,0.0,20130703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,13961.0,1329.89700386,20831.0,16320.0,2288.0,3060.0,26239.0,3266.2887094901366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1201.0,3807.0,6513.0,0.0,-4587.0,1.0,1981.0,7800.0,5819.0,22.0,0.0,86.1825,20130703,78,83,73,0.53,0.0,knyc-central park
20130704,30.301369863013697,1936.3731987808221,0.0,20130704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,6044.0,453.937004551,7630.0,23460.0,833.0,7440.0,10360.0,2390.310203331822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20819.0,4864.0,30883.0,1.0,18883.0,1.0,2100.0,7273.0,5173.0,18.0,0.0,86.1825,20130704,81,87,75,0.0,0.0,knyc-central park
20130705,30.304109589041094,1936.3546919315067,0.0,20130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4636.0,380.670000926,6195.0,21660.0,1029.0,5760.0,8194.0,2317.0246928575066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130705,83,90,76,0.0,0.0,knyc-central park
20130706,30.306849315068487,1936.336185082192,0.0,20130706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4430.0,366.00500252800003,6146.0,28260.0,1404.0,5340.0,8016.0,2302.341187610192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130706,85,92,78,0.0,0.0,knyc-central park
20130707,30.30958904109589,1936.317678232877,0.0,20130707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,6027.0,481.005005509,8188.0,21600.0,1794.0,9180.0,10786.0,2417.3226837418765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3719.0,3414.0,29716.0,3.0,2716.0,1.0,9900.0,24050.0,14150.0,74.0,0.0,86.1825,20130707,85,92,78,0.0,0.0,knyc-central park
20130708,30.31232876712329,1936.2991713835613,0.0,20130708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3821.0,330.572001338,5601.0,31140.0,585.0,19680.0,7131.0,2266.871172721561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130708,81,89,73,0.22,0.0,knyc-central park
20130709,30.315068493150694,1936.2806645342466,0.0,20130709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3758.0,332.463000998,5631.0,29400.0,501.0,8880.0,7087.0,2268.743665532247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-901.0,10068.0,24598.0,3.0,-5702.0,1.0,7521.0,23386.0,15865.0,69.0,0.0,86.1825,20130709,81,88,74,0.23,0.0,knyc-central park
20130710,30.317808219178087,1936.2621576849317,0.0,20130710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5491.0,493.37400221800004,8128.0,25680.0,863.0,6300.0,10329.0,2429.6361599029315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130710,80,85,75,0.001,0.0,knyc-central park
20130711,30.32054794520548,1936.2436508356166,0.0,20130711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,1205.0,103.71699968,1715.0,30360.0,84.0,9420.0,2211.0,2039.9606505156164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0,4070.0,38095.0,3.0,-305.0,1.0,9848.0,34515.0,24667.0,95.0,0.0,86.1825,20130711,80,84,76,0.001,0.0,knyc-central park
20130712,30.323287671232876,1936.2251439863012,0.0,20130712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5878.0,667.787002429,9861.0,29460.0,1773.0,12720.0,11662.0,2604.0121464153017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3839.0,8475.0,28923.0,3.0,-1677.0,1.0,9583.0,23622.0,14039.0,69.0,0.0,86.1825,20130712,73,77,68,0.25,0.0,knyc-central park
20130713,30.326027397260276,1936.2066371369865,0.0,20130713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,1800.0,142.953002229,2345.0,25560.0,754.0,9360.0,3139.0,2079.159639365986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7379.0,11358.0,37542.0,2.0,642.0,1.0,7440.0,26220.0,18780.0,71.0,0.0,86.1825,20130713,74,81,67,0.06,0.0,knyc-central park
20130801,30.378082191780823,1935.855007,0.0,20130801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,2322.0,193.100001305,3267.0,32220.0,622.0,32100.0,4254.0,2128.955008305001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130801,71,76,66,0.65,0.0,knyc-central park
20130802,30.38082191780822,1935.8365001506852,0.0,20130802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,7590.0,906.99700363,13039.0,30720.0,2336.0,8100.0,15120.0,2842.8335037806846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1261.0,5705.0,22532.0,2.0,-3568.0,1.0,5041.0,22643.0,17602.0,64.0,0.0,86.1825,20130802,75,83,67,0.0,0.0,knyc-central park
20130803,30.383561643835613,1935.8179933013696,0.0,20130803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4716.0,408.20800265699995,6713.0,25800.0,1082.0,11820.0,8655.0,2344.02599595837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130803,73,78,68,0.06,0.0,knyc-central park
20130804,30.38630136986301,1935.7994864520547,0.0,20130804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5426.0,395.657003105,6398.0,25320.0,3195.0,10200.0,8914.0,2331.456489557055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11579.0,4483.0,36077.0,1.0,10577.0,1.0,7861.0,24000.0,16139.0,66.0,0.0,86.1825,20130804,73,80,66,0.0,0.0,knyc-central park
20130805,30.389041095890413,1935.7809796027398,0.0,20130805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,2848.0,256.206001863,4278.0,29340.0,450.0,11400.0,5396.0,2191.9869814657395,0.0,0.0,20279.0,1968.0,28721.0,2.0,20021.0,1.0,1380.0,6751.0,5371.0,15.0,0.0,0.0,0.0,-3181.0,3536.0,19639.0,2.0,-5261.0,1.0,8343.0,21602.0,13259.0,69.0,0.0,86.1825,20130805,70,78,62,0.0,0.0,knyc-central park
20130806,30.39178082191781,1935.7624727534246,0.0,20130806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3348.0,294.036000296,4962.0,29640.0,539.0,7020.0,6326.0,2229.7984730494245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3121.0,11724.0,24076.0,5.0,-5924.0,1.0,5338.0,18320.0,12982.0,53.0,0.0,86.1825,20130806,73,82,64,0.0,0.0,knyc-central park
20130807,30.394520547945213,1935.7439659041092,0.0,20130807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,7776.0,916.3360051510001,13356.0,25800.0,1678.0,7980.0,15601.0,2852.079971055109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1021.0,9104.0,18616.0,1.0,-4184.0,1.0,8160.0,17640.0,9480.0,60.0,0.0,86.1825,20130807,75,80,70,0.001,0.0,knyc-central park
20130808,30.397260273972602,1935.7254590547946,0.0,20130808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3946.0,320.852003276,5421.0,26460.0,939.0,3000.0,7117.0,2256.5774623307943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5519.0,3335.0,31096.0,0.0,2896.0,1.0,7260.0,25149.0,17889.0,72.0,0.0,86.1825,20130808,76,81,70,0.46,0.0,knyc-central park
20130809,30.4,1935.7069522054794,0.0,20130809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,2237.0,188.710001275,3169.0,30960.0,651.0,5040.0,4104.0,2124.41695348048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-901.0,1525.0,30149.0,1.0,-1951.0,1.0,11160.0,30606.0,19446.0,93.0,0.0,86.1825,20130809,80,85,74,0.05,0.0,knyc-central park
20130810,30.4027397260274,1935.6884453561645,0.0,20130810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5185.0,451.919002801,7453.0,28080.0,1617.0,15300.0,9570.0,2387.607448157164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14712.0,0.0,37992.0,0.0,14712.0,1.0,0.0,23280.0,0.0,0.0,0.0,86.1825,20130810,77,83,70,0.0,0.0,knyc-central park
20130811,30.405479452054795,1935.6699385068493,0.0,20130811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3984.0,334.286003888,5695.0,26460.0,3042.0,6660.0,7330.0,2269.955942394849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299.0,3615.0,33826.0,2.0,2326.0,1.0,9900.0,29579.0,19679.0,86.0,0.0,86.1825,20130811,73,81,65,0.0,0.0,knyc-central park
20130812,30.408219178082188,1935.6514316575344,0.0,20130812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3114.0,264.805002064,4400.0,29460.0,514.0,8640.0,5703.0,2200.4564337215343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1321.0,8822.0,28893.0,3.0,-6507.0,1.0,7020.0,26589.0,19569.0,75.0,0.0,86.1825,20130812,76,82,70,0.05,0.0,knyc-central park
20130813,30.410958904109588,1935.6329248082195,0.0,20130813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,7149.0,881.692003787,12809.0,28920.0,2632.0,10020.0,14704.0,2817.3249285952197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-721.0,3887.0,21613.0,1.0,-3287.0,1.0,7261.0,21780.0,14519.0,66.0,0.0,86.1825,20130813,73,77,68,0.85,0.0,knyc-central park
