DATE,age,bmr,body_fat,date_join,e_calcium,e_calories,e_carbs,e_cholesterol,e_count,e_fiber,e_protein,e_sat_fat,e_sodium,e_sugar,e_unsat_fat,gender,height,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_total_calories,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_count,n_deep,n_duration,n_light,n_quality,n_rem,o_count,o_mood,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_count,s_deep,s_duration,s_light,s_quality,s_rem,weight,date,tempmean,tempmax,tempmin,precip,snow,location
20130814,30.413698630136984,1935.6144179589041,0.0,20130814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,2861.0,251.905001998,4281.0,30000.0,504.0,13500.0,5434.0,2187.519419956904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1441.0,10070.0,29795.0,4.0,-8005.0,1.0,8293.0,28012.0,19719.0,78.0,0.0,86.1825,20130814,68,74,61,0.0,0.0,knyc-central park
20130815,30.416438356164388,1935.595911109589,0.0,20130815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,9335.0,1151.3090048000001,16601.0,29520.0,3677.0,9600.0,19038.0,3086.9049159095894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5219.0,6452.0,29882.0,3.0,2582.0,1.0,6901.0,21926.0,15025.0,64.0,0.0,86.1825,20130815,69,78,59,0.0,0.0,knyc-central park
20130816,30.41917808219178,1935.5774042602734,0.0,20130816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,8829.0,745.671004772,12479.0,22980.0,2039.0,4260.0,16168.0,2681.2484090322737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1801.0,2585.0,26884.0,2.0,-2216.0,1.0,7981.0,26691.0,18710.0,75.0,0.0,86.1825,20130816,73,82,64,0.0,0.0,knyc-central park
20130817,30.421917808219174,1935.558897410959,0.0,20130817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5856.0,466.836005792,7659.0,23040.0,2104.0,5340.0,10240.0,2402.394903202959,0.0,0.0,55112.0,690.0,55140.0,0.0,55112.0,1.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,3779.0,1388.0,29212.0,1.0,3112.0,1.0,9901.0,25020.0,15119.0,78.0,0.0,86.1825,20130817,74,84,64,0.0,0.0,knyc-central park
20130818,30.42465753424657,1935.540390561644,0.0,20130818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4049.0,593.94299835,7846.0,28080.0,2589.0,4260.0,8543.0,2529.483388911644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5055.0,32545.0,3.0,-2555.0,1.0,13021.0,30200.0,17179.0,95.0,0.0,86.1825,20130818,72,76,68,0.001,0.0,knyc-central park
20130819,30.427397260273967,1935.5218837123289,0.0,20130819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3386.0,304.200999245,4917.0,27900.0,963.0,3840.0,6290.0,2239.7228829573287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5881.0,9531.0,27634.0,6.0,-6866.0,1.0,8589.0,26190.0,17601.0,75.0,0.0,86.1825,20130819,73,79,66,0.001,0.0,knyc-central park
20130820,30.43013698630137,1935.5033768630135,0.0,20130820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,8461.0,1059.83800136,15218.0,25380.0,4337.0,9960.0,17345.0,2995.341378223013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3959.0,4739.0,24358.0,1.0,1258.0,1.0,5520.0,20043.0,14523.0,59.0,0.0,86.1825,20130820,78,88,68,0.0,0.0,knyc-central park
20130821,30.432876712328767,1935.4848700136984,0.0,20130821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4893.0,432.049001545,7185.0,23460.0,1309.0,3300.0,9158.0,2367.5338715586986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2459.0,5652.0,30829.0,4.0,529.0,1.0,9119.0,25979.0,16860.0,76.0,0.0,86.1825,20130821,81,90,72,0.0,0.0,knyc-central park
20130822,30.435616438356167,1935.4663631643834,0.0,20130822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,2984.0,244.567001328,3961.0,25020.0,753.0,11940.0,5227.0,2180.0333644923835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130822,75,78,71,0.25,0.0,knyc-central park
20130823,30.43835616438357,1935.4478563150683,0.0,20130823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3862.0,312.18200402,5255.0,27840.0,973.0,9540.0,6929.0,2247.6298603350688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4199.0,3305.0,30222.0,1.0,2322.0,1.0,5555.0,24733.0,19178.0,67.0,0.0,86.1825,20130823,77,82,71,0.0,0.0,knyc-central park
20130824,30.441095890410963,1935.4293494657531,0.0,20130824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,10305.0,817.7100068780001,13605.0,15480.0,3277.0,2700.0,18071.0,2753.139356343753,0.0,0.0,59924.0,259.0,60600.0,0.0,59924.0,1.0,0.0,705.0,705.0,0.0,0.0,0.0,0.0,1979.0,3848.0,29815.0,2.0,1015.0,1.0,8040.0,26457.0,18417.0,79.0,0.0,86.1825,20130824,73,80,65,0.0,0.0,knyc-central park
20130825,30.44383561643836,1935.4108426164387,0.0,20130825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5935.0,460.997002408,7649.0,20220.0,809.0,6900.0,10261.0,2396.4078450244383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1741.0,3439.0,22369.0,2.0,-3731.0,1.0,5811.0,22972.0,17161.0,64.0,0.0,86.1825,20130825,74,83,64,0.0,0.0,knyc-central park
20130826,30.446575342465753,1935.3923357671233,0.0,20130826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,1186.0,92.68900017440001,1509.0,30060.0,128.0,5100.0,2041.0,2028.0813359415235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4381.0,4542.0,21684.0,2.0,-7416.0,1.0,9354.0,25134.0,15780.0,81.0,0.0,86.1825,20130826,76,84,68,0.04,0.0,knyc-central park
20130827,30.449315068493146,1935.373828917808,0.0,20130827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,1702.0,142.766000092,2275.0,29640.0,175.0,3240.0,3000.0,2078.139829009808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4321.0,6112.0,23492.0,3.0,-6208.0,1.0,11520.0,25656.0,14136.0,80.0,0.0,86.1825,20130827,79,87,71,0.01,0.0,knyc-central park
20130828,30.45205479452055,1935.355322068493,0.0,20130828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,1274.0,103.807000697,1705.0,29760.0,113.0,4440.0,2254.0,2039.162322765493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1621.0,3954.0,26477.0,4.0,-2923.0,1.0,8926.0,26320.0,17394.0,76.0,0.0,86.1825,20130828,79,86,71,0.43,0.0,knyc-central park
20130829,30.454794520547942,1935.3368152191779,0.0,20130829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5008.0,441.07900109900004,7362.0,21660.0,1599.0,3360.0,9378.0,2376.4158163181783,0.0,0.0,44339.0,2842.0,45300.0,0.0,42038.0,1.0,0.0,900.0,900.0,1.0,0.0,0.0,0.0,2879.0,6716.0,25827.0,3.0,27.0,1.0,5866.0,22197.0,16331.0,60.0,0.0,86.1825,20130829,76,80,71,0.001,0.0,knyc-central park
20130830,30.457534246575346,1935.318308369863,0.0,20130830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,8955.0,738.84100084,12430.0,17880.0,1686.0,2520.0,16215.0,2674.159309209863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5161.0,6993.0,26959.0,4.0,-8741.0,1.0,12060.0,29108.0,17048.0,94.0,0.0,86.1825,20130830,78,85,70,0.0,0.0,knyc-central park
20130831,30.46027397260274,1935.299801520548,0.0,20130831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,11775.0,973.061002418,16210.0,14160.0,1580.0,3120.0,21195.0,2908.360803938548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1441.0,5058.0,21854.0,1.0,-4246.0,1.0,5160.0,22108.0,16948.0,62.0,0.0,86.1825,20130831,80,86,73,0.0,0.0,knyc-central park
20130901,30.463013698630128,1935.281294671233,0.0,20130901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4130.0,347.803001508,5658.0,23760.0,1080.0,6900.0,7399.0,2283.084296179233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1021.0,8604.0,30989.0,3.0,-1711.0,1.0,7141.0,28867.0,21726.0,77.0,0.0,86.1825,20130901,80,84,75,0.0,0.0,knyc-central park
20130902,30.46575342465753,1935.2627878219175,0.0,20130902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,2842.0,216.099000633,3470.0,28560.0,816.0,7500.0,4756.0,2151.3617884549176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130902,78,82,74,0.05,0.0,knyc-central park
20130903,30.468493150684928,1935.2442809726026,0.0,20130903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,9575.0,956.8420095289999,14923.0,28380.0,2391.0,7140.0,18326.0,2892.086290501603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1769.0,0.0,23431.0,0.0,-1769.0,1.0,0.0,25200.0,0.0,0.0,0.0,86.1825,20130903,75,82,68,0.03,0.0,knyc-central park
20130904,30.471232876712328,1935.225774123288,0.0,20130904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,8557.0,700.47400564,11299.0,25500.0,1598.0,9000.0,15037.0,2635.699779763288,0.0,0.0,26759.0,889.0,28151.0,0.0,26351.0,1.0,1320.0,1320.0,0.0,4.0,0.0,0.0,0.0,6059.0,688.0,11671.0,0.0,5371.0,1.0,2433.0,5961.0,3528.0,17.0,0.0,86.1825,20130904,74,82,65,0.0,0.0,knyc-central park
20130905,30.473972602739725,1935.2072672739725,0.0,20130905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,16232.0,1206.22300707,19875.0,18420.0,7835.0,3180.0,27292.0,3141.430274343973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1981.0,3096.0,31815.0,3.0,-2985.0,1.0,14220.0,31929.0,17709.0,99.0,0.0,86.1825,20130905,72,80,64,0.0,0.0,knyc-central park
20130906,30.476712328767125,1935.1887604246576,0.0,20130906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,17248.0,1400.00901775,23455.0,14640.0,5414.0,8100.0,30869.0,3335.1977781746577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2041.0,6290.0,27488.0,3.0,-6712.0,1.0,4140.0,28142.0,24002.0,71.0,0.0,86.1825,20130906,65,72,57,0.0,0.0,knyc-central park
20130907,30.47945205479452,1935.1702535753425,0.0,20130907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,10773.0,969.445005476,15579.0,25320.0,1406.0,15780.0,19995.0,2904.615259051343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21419.0,3203.0,44428.0,2.0,20428.0,1.0,7921.0,21009.0,13088.0,59.0,0.0,86.1825,20130907,70,80,59,0.0,0.0,knyc-central park
20130908,30.482191780821925,1935.1517467260276,0.0,20130908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,8012.0,671.03700386,10936.0,22740.0,1388.0,3780.0,14336.0,2606.1887505860277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130908,74,83,64,0.001,0.0,knyc-central park
20130909,30.484931506849318,1935.133239876712,0.0,20130909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4121.0,379.24800267800003,6155.0,30420.0,911.0,20640.0,7803.0,2314.381242554712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130909,65,73,57,0.0,0.0,knyc-central park
20130910,30.487671232876714,1935.114733027397,0.0,20130910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4429.0,415.04900121699995,6872.0,29340.0,1722.0,11640.0,8575.0,2350.163734244397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4681.0,5908.0,22472.0,4.0,-6928.0,1.0,6840.0,25260.0,18420.0,72.0,0.0,86.1825,20130910,78,87,68,0.01,0.0,knyc-central park
20130911,30.49041095890411,1935.096226178082,0.0,20130911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,2903.0,251.995001212,4217.0,28560.0,661.0,6360.0,5397.0,2187.091227390082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1825,20130911,87,96,77,0.0,0.0,knyc-central park
20130912,30.49315068493151,1935.0777193287674,0.0,20130912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3095.0,268.022000417,4516.0,29580.0,518.0,10080.0,5788.0,2203.0997197457677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2221.0,2822.0,28258.0,2.0,-3242.0,1.0,6840.0,28920.0,22080.0,83.0,0.0,86.1825,20130912,79,87,70,1.6,0.0,knyc-central park
20130913,30.495890410958904,1935.0592124794518,0.0,20130913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5448.0,533.524000734,8570.0,29160.0,732.0,10260.0,10580.0,2468.583213213452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1441.0,4783.0,25301.0,3.0,-3499.0,1.0,8160.0,25056.0,16896.0,75.0,0.0,86.1825,20130913,68,77,59,0.06,0.0,knyc-central park
20130914,30.4986301369863,1935.040705630137,0.0,20130914,270.0,1150.0,104.2300001907,531.0,2.0,5.70000000596,69.4600000429,15.984000021940002,2983.0,14.119999980929999,18.09499999812,0,1.778,2096.0,178.00700078900002,2969.0,28440.0,623.0,6660.0,3834.0,2113.047706419137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4799.0,5403.0,32637.0,2.0,3837.0,1.0,8581.0,26280.0,17699.0,75.0,0.0,86.1825,20130914,61,67,54,0.0,0.0,knyc-central park
20130915,30.5013698630137,1935.0221987808216,0.0,20130915,2050.0,690.0,71.15,40.0,2.0,7.1,12.43,20.089000000000002,527.0,34.69,13.741,0,1.778,5964.0,739.590007544,10562.0,24300.0,1994.0,9840.0,12084.0,2674.6122063248213,0.0,0.0,65466.0,897.0,66600.0,0.0,65466.0,1.0,415.0,415.0,0.0,0.0,0.0,1.0,50.0,237.0,3891.0,37268.0,2.0,-2332.0,1.0,10862.0,35958.0,25096.0,99.0,0.0,86.1825,20130915,62,73,51,0.0,0.0,knyc-central park
20130916,30.504109589041096,1935.0036919315066,0.0,20130916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,4923.0,642.9720020890001,8936.0,27840.0,2280.0,7800.0,10083.0,2577.975694020507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2581.0,12883.0,28483.0,4.0,-3917.0,1.0,8702.0,27694.0,18992.0,79.0,0.0,86.1825,20130916,65,73,56,0.03,0.0,knyc-central park
20130917,30.50684931506849,1934.9851850821922,0.0,20130917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,6834.0,733.6540023539999,10841.0,26040.0,1859.0,7080.0,13034.0,2668.639187436192,0.0,0.0,20279.0,1775.0,23485.0,0.0,19585.0,1.0,1681.0,3240.0,1559.0,9.0,0.0,0.0,0.0,-2581.0,3382.0,19339.0,3.0,-4661.0,1.0,8580.0,20787.0,12207.0,67.0,0.0,86.1825,20130917,58,65,50,0.0,0.0,knyc-central park
20130918,30.50958904109589,1934.9666782328768,0.0,20130918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5024.0,419.795002922,6827.0,25200.0,672.0,4320.0,8974.0,2354.761681154877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,3019.0,25182.0,2.0,-18.0,1.0,11403.0,24539.0,13136.0,79.0,0.0,86.1825,20130918,62,72,51,0.0,0.0,knyc-central park
20130919,30.51232876712329,1934.9481713835614,0.0,20130919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,3739.0,335.08400172,5438.0,28080.0,618.0,6480.0,6947.0,2270.032173103561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.0,4927.0,28007.0,3.0,1007.0,1.0,5526.0,23166.0,17640.0,61.0,0.0,86.1825,20130919,67,78,55,0.0,0.0,knyc-central park
20130920,30.515068493150693,1934.9296645342465,0.0,20130920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,11100.0,1530.00899686,20902.0,19980.0,3128.0,3480.0,23453.0,3464.938661394246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1261.0,3248.0,28732.0,1.0,-3068.0,1.0,7500.0,29040.0,21540.0,81.0,0.0,86.1825,20130920,70,79,60,0.0,0.0,knyc-central park
20130921,30.517808219178075,1934.9111576849316,0.0,20130921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,12378.0,1465.87600178,21181.0,20940.0,1974.0,9660.0,25272.0,3400.787159464932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6299.0,7025.0,38335.0,4.0,5035.0,1.0,8220.0,26460.0,18240.0,78.0,0.0,86.1825,20130921,69,77,61,0.72,0.0,knyc-central park
20130922,30.52054794520548,1934.8926508356165,0.0,20130922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5604.0,562.498003781,8465.0,26760.0,1670.0,9300.0,10463.0,2497.3906546166163,0.0,0.0,58379.0,3916.0,67304.0,0.0,57404.0,1.0,3180.0,9120.0,5940.0,24.0,0.0,0.0,0.0,8399.0,8373.0,32306.0,3.0,6506.0,1.0,5940.0,18301.0,12361.0,50.0,0.0,86.1825,20130922,62,69,54,0.45,0.0,knyc-central park
20130923,30.523287671232875,1934.8741439863013,0.0,20130923,70.0,453.0,80.35,1.0,1.0,7.7,10.23,3.572,205.0,28.65,7.115,0,1.778,4631.0,397.660002768,6707.0,27960.0,541.0,4680.0,8613.0,2332.534146754301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299.0,1547.0,24845.0,1.0,2345.0,1.0,6060.0,21128.0,15068.0,63.0,0.0,86.1825,20130923,58,66,50,0.0,0.0,knyc-central park
20130924,30.526027397260275,1934.8556371369864,0.0,20130924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5700.0,503.397003517,8258.0,29100.0,666.0,6060.0,10618.0,2438.2526406539864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2581.0,4320.0,21944.0,2.0,-5656.0,1.0,8160.0,23400.0,15240.0,75.0,0.0,86.1825,20130924,60,73,47,0.0,0.0,knyc-central park
20130925,30.528767123287672,1934.8371302876712,0.0,20130925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,5452.0,463.818004683,7732.0,29940.0,1185.0,9420.0,10011.0,2398.6551349706715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-301.0,3242.0,24829.0,1.0,-1271.0,1.0,8940.0,24849.0,15909.0,77.0,0.0,86.1825,20130925,63,73,52,0.0,0.0,knyc-central park
